book_id,category,category_id
1,History,1
2,Biography & Autobiography,2
3,Biography & Autobiography,2
4,JUVENILE FICTION,3
5,Science,4
6,Fiction,5
7,Fiction,5
8,Fiction,5
9,Aristocracy (Social class),6
10,Political Science,7
11,HISTORY,8
12,Biography & Autobiography,2
13,Fiction,5
14,Fiction,5
15,Fiction,5
16,Fiction,5
17,Fiction,5
18,Fiction,5
19,Juvenile Fiction,9
20,Juvenile Fiction,9
21,Juvenile Fiction,9
22,JUVENILE FICTION,3
23,Young Adult Fiction,10
24,Fiction,5
25,Juvenile Fiction,9
26,Fiction,5
27,Fiction,5
28,Juvenile Fiction,9
29,Board books,11
30,Young Adult Fiction,10
31,Comics & Graphic Novels,12
32,Young Adult Nonfiction,13
33,Fiction,5
34,Comics & Graphic Novels,12
35,Mindfulness (Psychology),14
36,SCIENCE,15
37,Mindfulness (Psychology),14
38,Fiction,5
39,Fiction,5
40,Juvenile Nonfiction,16
41,Electric industries,17
42,Poetry,18
43,Juvenile Nonfiction,16
44,Herbals,19
45,Turning (Lathe work),20
46,Business & Economics,21
47,Bullying,22
48,Bullying,22
49,Bullying,22
50,Fiction,5
51,HISTORY,8
52,JUVENILE NONFICTION,23
53,JUVENILE FICTION,3
54,Fiction,5
55,Fiction,5
56,"Body, Mind & Spirit",24
57,"Body, Mind & Spirit",24
58,Fiction,5
59,Biography & Autobiography,2
60,Religion,25
61,Fiction,5
62,Young Adult Fiction,10
63,HISTORY,8
64,Biography & Autobiography,2
65,Psychology,26
66,FICTION,27
67,Fiction,5
68,Fiction,5
69,FICTION,27
70,Autobiographies,28
71,Young Adult Nonfiction,13
72,Autobiographies,28
73,Juvenile Fiction,9
74,Young Adult Nonfiction,13
75,Fiction,5
76,Juvenile Fiction,9
77,Yachts,29
78,Fiction,5
79,Juvenile Fiction,9
80,FICTION,27
81,SCIENCE,15
82,Biography & Autobiography,2
83,History,1
84,History,1
85,Human anatomy,30
86,Fiction,5
87,Boys,31
88,Fiction,5
89,Biography & Autobiography,2
90,Literary Collections,32
91,History,1
92,Juvenile Fiction,9
93,Juvenile Fiction,9
94,"Mythology, Celtic",33
95,Juvenile Nonfiction,16
96,Fiction,5
97,HISTORY,8
98,Business & Economics,21
99,Business & Economics,21
100,Fiction,5
101,FICTION,27
102,Husbands,34
103,Juvenile Fiction,9
104,History,1
105,JUVENILE NONFICTION,23
106,Religion,25
107,Computers,35
108,Fiction,5
109,Political Science,7
110,FICTION,27
111,History,1
112,Fiction,5
113,JUVENILE FICTION,3
114,Juvenile Fiction,9
115,Fiction,5
116,Juvenile Fiction,9
117,Juvenile Fiction,9
118,Bookstores,36
119,Juvenile Fiction,9
120,Religion,25
121,Children's stories,37
122,Fiction,5
123,Detective and mystery stories,38
124,JUVENILE FICTION,3
125,Juvenile Fiction,9
126,Juvenile Fiction,9
127,POETRY,39
128,Brothers,40
129,Religion,25
130,Presidents,41
131,Interpersonal conflict,42
132,Comics & Graphic Novels,12
133,Fiction,5
134,Biography & Autobiography,2
135,Education,43
136,Religion,25
137,History,1
138,Cooking,44
139,Alienation (Social psychology),45
140,Economics,46
141,Bible,47
142,Juvenile Fiction,9
143,Juvenile Fiction,9
144,Computers,35
145,"Finance, Personal",48
146,Fiction,5
147,"Historical drama, English",49
148,Juvenile Fiction,9
149,FAMILY & RELATIONSHIPS,50
150,FAMILY & RELATIONSHIPS,50
151,Fiction,5
152,"BP Deepwater Horizon Explosion and Oil Spill, 2010",51
153,Psychology,26
154,Elves,52
155,Elves,52
156,Juvenile Fiction,9
157,Juvenile Fiction,9
158,Juvenile Fiction,9
159,Fiction,5
160,Art,53
161,Art,53
162,Art,53
163,Juvenile Fiction,9
164,Americans,54
165,FICTION,27
166,Fiction,5
167,Religion,25
168,Fiction,5
169,Fiction,5
170,Civil engineering,55
171,Juvenile Fiction,9
172,Cooking,44
173,JUVENILE NONFICTION,23
174,Biography & Autobiography,2
175,Juvenile Fiction,9
176,Juvenile Fiction,9
177,Biography & Autobiography,2
178,Biography & Autobiography,2
179,Art,53
180,FICTION,27
181,Fiction,5
182,Biography & Autobiography,2
183,Biography & Autobiography,2
184,Juvenile Nonfiction,16
185,Religion,25
186,Juvenile Nonfiction,16
187,FICTION,27
188,Biography & Autobiography,2
189,History,1
190,Cooking,44
191,Reference,56
192,Music,57
193,Contracts,58
194,Art,53
195,FICTION,27
196,Cooking,44
197,LANGUAGE ARTS & DISCIPLINES,59
198,Juvenile Fiction,9
199,Readers (Adult),60
200,History,1
201,Juvenile Nonfiction,16
202,"Body, Mind & Spirit",24
203,Religion,25
204,Juvenile Nonfiction,16
205,Business & Economics,21
206,Language Arts & Disciplines,61
207,Religion,25
208,Comics & Graphic Novels,12
209,Comics & Graphic Novels,12
210,Fiction,5
211,Fiction,5
212,Fiction,5
213,Fiction,5
214,Juvenile Fiction,9
215,Death,62
216,Forensic psychology,63
217,Forensic psychology,63
218,Fiction,5
219,Fiction,5
220,Juvenile Fiction,9
221,Juvenile Nonfiction,16
222,Fiction,5
223,Juvenile Fiction,9
224,Fiction,5
225,Humor,64
226,Fiction,5
227,Fiction,5
228,Fiction,5
229,Fiction,5
230,Juvenile Nonfiction,16
231,Juvenile Fiction,9
232,JUVENILE FICTION,3
233,Juvenile Nonfiction,16
234,JUVENILE FICTION,3
235,Cooking,44
236,Fiction,5
237,Fiction,5
238,Family & Relationships,65
239,Psychology,26
240,Fiction,5
241,Biography & Autobiography,2
242,Fiction,5
243,Fiction,5
244,Biography & Autobiography,2
245,Biography & Autobiography,2
246,Religion,25
247,FICTION,27
248,Juvenile Fiction,9
249,FICTION,27
250,Fiction,5
251,Juvenile Fiction,9
252,Cooking,44
253,Fiction,5
254,Religion,25
255,"Body, Mind & Spirit",24
256,Juvenile Fiction,9
257,Family & Relationships,65
258,Business & Economics,21
259,Nature,66
260,Philosophy,67
261,Fiction,5
262,Fiction,5
263,Juvenile Nonfiction,16
264,Poetry,18
265,Juvenile Fiction,9
266,Fiction,5
267,Bands (Music),68
268,Fiction,5
269,Juvenile Nonfiction,16
270,Fiction,5
271,Religion,25
272,Family & Relationships,65
273,Family & Relationships,65
274,Political Science,7
275,Cornwall (England : County),69
276,Juvenile Fiction,9
277,Juvenile Fiction,9
278,Religion,25
279,Juvenile Fiction,9
280,Philosophy,67
281,Fiction,5
282,Comics & Graphic Novels,12
283,History,1
284,Education,43
285,Computers,35
286,Juvenile Fiction,9
287,Juvenile Fiction,9
288,Juvenile Fiction,9
289,Juvenile Fiction,9
290,Juvenile Fiction,9
291,Juvenile Fiction,9
292,Juvenile Fiction,9
293,Juvenile Fiction,9
294,Juvenile Fiction,9
295,Juvenile Fiction,9
296,Bildungsromans,70
297,Bildungsromans,70
298,Juvenile Fiction,9
299,Juvenile Fiction,9
300,Fiction,5
301,Fiction,5
302,Fiction,5
303,Biography & Autobiography,2
304,Fiction,5
305,Juvenile Fiction,9
306,Fiction,5
307,Fiction,5
308,Fiction,5
309,Fiction,5
310,History,1
311,Fiction,5
312,Sports & Recreation,71
313,Fiction,5
314,Fiction,5
315,Fiction,5
316,Fiction,5
317,Business & Economics,21
318,Juvenile Nonfiction,16
319,Fiction,5
320,Fiction,5
321,Horror tales,72
322,Fiction,5
323,Juvenile Fiction,9
324,Juvenile Fiction,9
325,Fiction,5
326,Juvenile Nonfiction,16
327,Fiction,5
328,Family & Relationships,65
329,Fiction,5
330,History,1
331,Totalitarianism,73
332,Fiction,5
333,Juvenile Nonfiction,16
334,Nature,66
335,Fiction,5
336,Fiction,5
337,Fiction,5
338,Transportation,74
339,Juvenile Fiction,9
340,Juvenile Nonfiction,16
341,Fiction,5
342,Health & Fitness,75
343,Fiction,5
344,Juvenile Nonfiction,16
345,Biography & Autobiography,2
346,Transportation,74
347,Behavior,76
348,Juvenile Fiction,9
349,Juvenile Fiction,9
350,Juvenile Fiction,9
351,Fiction,5
352,History,1
353,Singers,77
354,Juvenile Nonfiction,16
355,Juvenile Fiction,9
356,Design,78
357,Love stories,79
358,Fiction in English,80
359,Medical,81
360,Children's stories,37
361,Juvenile Fiction,9
362,Fiction,5
363,Fiction,5
364,Juvenile Nonfiction,16
365,Juvenile Fiction,9
366,Science,4
367,Biography & Autobiography,2
368,Crafts & Hobbies,82
369,Business & Economics,21
370,Juvenile Fiction,9
371,Fiction,5
372,Religion,25
373,Games & Activities,83
374,Crafts & Hobbies,82
375,Children's stories,37
376,Children's stories,37
377,Political Science,7
378,Juvenile Fiction,9
379,Games,84
380,Nature,66
381,Travel,85
382,Nature,66
383,Adventure and adventurers,86
384,Great Britain,87
385,Computers,35
386,Religion,25
387,Computers,35
388,England,88
389,Biography & Autobiography,2
390,Cooking,44
391,Gardening,89
392,Fiction,5
393,Education,43
394,"Detective and mystery comic books, strips, etc",90
395,Comics & Graphic Novels,12
396,Mathematics,91
397,Biography & Autobiography,2
398,Philosophy,67
399,United States,92
400,Adventure fiction,93
401,Music,57
402,Language Arts & Disciplines,61
403,Fiction,5
404,Juvenile Nonfiction,16
405,Social Science,94
406,Nature,66
407,Mathematics,91
408,"Detective and mystery comic books, strips, etc",90
409,Juvenile Nonfiction,16
410,Biography & Autobiography,2
411,Computers,35
412,Juvenile Fiction,9
413,Juvenile Fiction,9
414,Fiction,5
415,Fiction,5
416,Fiction,5
417,Fiction,5
418,Murder,95
419,Juvenile Fiction,9
420,Fiction,5
421,Juvenile Fiction,9
422,England,88
423,Business & Economics,21
424,Business & Economics,21
425,Business & Economics,21
426,Business & Economics,21
427,Bereavement,96
428,Business & Economics,21
429,Business & Economics,21
430,Fiction,5
431,Juvenile Fiction,9
432,Fiction,5
433,Fiction,5
434,Religion,25
435,Fiction,5
436,Fiction,5
437,Fiction,5
438,Juvenile Fiction,9
439,Juvenile Fiction,9
440,Fiction,5
441,History,1
442,Fiction,5
443,Juvenile Fiction,9
444,Fiction,5
445,Juvenile Fiction,9
446,Fiction,5
447,Fiction,5
448,Family & Relationships,65
449,"Dallas, Eve (Fictitious character)",97
450,Juvenile Fiction,9
451,Fiction,5
452,"Authors, English",98
453,Fiction,5
454,Children's stories,37
455,Fiction,5
456,Fiction,5
457,Fiction,5
458,Business & Economics,21
459,Juvenile Fiction,9
460,Juvenile Fiction,9
461,History,1
462,Religion,25
463,Juvenile Nonfiction,16
464,Europe,99
465,Fiction,5
466,Religion,25
467,Debt,100
468,Music,57
469,Adventure stories,101
470,Fiction,5
471,Foreign Language Study,102
472,Children's stories,37
473,Foreign Language Study,102
474,History,1
475,Rock music,103
476,Juvenile Fiction,9
477,Computers,35
478,Fiction,5
479,Education,43
480,Juvenile Fiction,9
481,COMPUTERS,104
482,Political Science,7
483,History,1
484,History,1
485,Fiction,5
486,Juvenile Fiction,9
487,Fiction,5
488,Comics & Graphic Novels,12
489,Family & Relationships,65
490,Fiction,5
491,Fiction,5
492,Social Science,94
493,Biography & Autobiography,2
494,Philosophy,67
495,Fiction,5
496,Religion,25
497,Bisexual men,105
498,Biography & Autobiography,2
499,Fiction,5
500,"Balsan, Consuelo Vanderbilt",106
501,Fiction,5
502,Fiction,5
503,Religion,25
504,Fiction,5
505,Self-Help,107
506,Adirondack Mountains (N.Y.),108
507,History,1
508,Religion,25
509,Medical,81
510,History,1
511,Sports & Recreation,71
512,Biography & Autobiography,2
513,Religion,25
514,Business & Economics,21
515,Technology & Engineering,109
516,Business & Economics,21
517,Juvenile Fiction,9
518,Fiction,5
519,Juvenile Fiction,9
520,Art,53
521,House & Home,110
522,Sports & Recreation,71
523,Religion,25
524,History,1
525,Music,57
526,History,1
527,Psychology,26
528,Fiction,5
529,Fiction,5
530,Corporations,111
531,Juvenile Fiction,9
532,Juvenile Fiction,9
533,Fiction,5
534,Religion,25
535,Religion,25
536,Medical,81
537,Education,43
538,Psychology,26
539,Carols,112
540,History,1
541,Juvenile Nonfiction,16
542,Cooking,44
543,Fiction,5
544,Antiques & Collectibles,113
545,Antiques & Collectibles,113
546,Juvenile Nonfiction,16
547,Business & Economics,21
548,Juvenile Fiction,9
549,Travel,85
550,Juvenile Fiction,9
551,Business & Economics,21
552,Religion,25
553,Fiction,5
554,Fiction,5
555,Biography & Autobiography,2
556,Juvenile Fiction,9
557,Fiction,5
558,Juvenile Nonfiction,16
559,House & Home,110
560,History,1
561,Architecture,114
562,Juvenile Nonfiction,16
563,"Body, Mind & Spirit",24
564,Religion,25
565,Fiction,5
566,History,1
567,Biography & Autobiography,2
568,Medical,81
569,Literary Criticism,115
570,Business & Economics,21
571,Business & Economics,21
572,Religion,25
573,"Body, Mind & Spirit",24
574,Adventure stories,101
575,History,1
576,Adventure,116
577,Religion,25
578,Photography,117
579,Political Science,7
580,Social Science,94
581,FICTION,27
582,Fiction,5
583,Education,43
584,Fiction,5
585,Juvenile Fiction,9
586,Religion,25
587,Biography & Autobiography,2
588,Biography & Autobiography,2
589,History,1
590,JUVENILE FICTION,3
591,British,118
592,Colonists,119
593,Fiction,5
594,Fiction,5
595,Fiction,5
596,Fiction,5
597,Fiction,5
598,Architecture,114
599,Fiction,5
600,Religion,25
601,Fiction,5
602,Fiction,5
603,Fiction,5
604,Fiction,5
605,Fiction,5
606,Religion,25
607,Religion,25
608,Religion,25
609,Religion,25
610,Religion,25
611,Religion,25
612,Fiction,5
613,Fiction,5
614,Great Britain,87
615,Juvenile Fiction,9
616,Fiction,5
617,Religion,25
618,Fiction,5
619,Juvenile Nonfiction,16
620,Juvenile Nonfiction,16
621,Fiction,5
622,Fiction,5
623,Fiction,5
624,Fiction,5
625,Bibles,120
626,Bibles,120
627,Philosophy,67
628,Fiction,5
629,Biography & Autobiography,2
630,Comics & Graphic Novels,12
631,Comics & Graphic Novels,12
632,Fiction,5
633,Comics & Graphic Novels,12
634,"Body, Mind & Spirit",24
635,Education,43
636,Design,78
637,Fiction,5
638,Fiction,5
639,Fiction,5
640,Fiction,5
641,Juvenile Fiction,9
642,Juvenile Fiction,9
643,Juvenile Fiction,9
644,Juvenile Fiction,9
645,Fiction,5
646,Fiction,5
647,Fiction,5
648,Juvenile Fiction,9
649,Comics & Graphic Novels,12
650,Fiction,5
651,Fiction,5
652,Gardening,89
653,Crafts & Hobbies,82
654,Fiction,5
655,Fiction,5
656,Fiction,5
657,Juvenile Fiction,9
658,Fiction,5
659,Juvenile Fiction,9
660,Social Science,94
661,Fiction,5
662,Juvenile Fiction,9
663,Biography & Autobiography,2
664,Photography,117
665,Juvenile Nonfiction,16
666,Cooking,44
667,Business & Economics,21
668,Juvenile Fiction,9
669,Business & Economics,21
670,Cooking,44
671,Cooking,44
672,Fiction,5
673,Fiction,5
674,Juvenile Fiction,9
675,FICTION,27
676,Fiction,5
677,Adventure stories,101
678,Mathematics,91
679,Health & Fitness,75
680,Religion,25
681,"Diplomatic and consular service, American",121
682,Fiction,5
683,Architecture,114
684,Fiction,5
685,Religion,25
686,Electrical engineering,122
687,Fiction,5
688,Computers,35
689,Business & Economics,21
690,Juvenile Fiction,9
691,Health & Fitness,75
692,Juvenile Fiction,9
693,Business & Economics,21
694,Fiction,5
695,Chick lit,123
696,History,1
697,Comics & Graphic Novels,12
698,Biography & Autobiography,2
699,Science,4
700,Cooking,44
701,Business & Economics,21
702,Juvenile Fiction,9
703,Factories,124
704,Health & Fitness,75
705,History,1
706,Juvenile Nonfiction,16
707,Fiction,5
708,Computers,35
709,Social Science,94
710,Fiction,5
711,Fiction,5
712,Fiction,5
713,Photography,117
714,Health & Fitness,75
715,History,1
716,Fiction,5
717,Fiction,5
718,Nature,66
719,History,1
720,Medical,81
721,Business & Economics,21
722,Social Science,94
723,Fiction,5
724,Fiction,5
725,Cooking,44
726,Business & Economics,21
727,History,1
728,History,1
729,Juvenile Fiction,9
730,Social Science,94
731,Animals,125
732,Juvenile Fiction,9
733,Family & Relationships,65
734,Family & Relationships,65
735,Photography,117
736,Fiction,5
737,Biography & Autobiography,2
738,Business & Economics,21
739,Religion,25
740,Fiction,5
741,Fiction,5
742,Mathematics,91
743,Technology & Engineering,109
744,Religion,25
745,Animals,125
746,Religion,25
747,Language Arts & Disciplines,61
748,Psychology,26
749,Reference,56
750,Fiction,5
751,Technology & Engineering,109
752,Comics & Graphic Novels,12
753,"Body, Mind & Spirit",24
754,Language Arts & Disciplines,61
755,Religion,25
756,Nature,66
757,Reference,56
758,Biography & Autobiography,2
759,Business & Economics,21
760,Biography & Autobiography,2
761,Self-Help,107
762,Sports & Recreation,71
763,Juvenile Fiction,9
764,Fiction,5
765,Juvenile Fiction,9
766,Depression in adolescence,126
767,Fiction,5
768,Fiction,5
769,Juvenile Fiction,9
770,Families,127
771,Human-alien encounters,128
772,Biography & Autobiography,2
773,Comics & Graphic Novels,12
774,Fiction,5
775,Fiction,5
776,Juvenile Fiction,9
777,Photography,117
778,Fiction,5
779,Biography & Autobiography,2
780,Detective and mystery stories,38
781,Juvenile Fiction,9
782,Fiction,5
783,Fiction,5
784,Juvenile Fiction,9
785,Juvenile Nonfiction,16
786,Fiction,5
787,Medical,81
788,Biography & Autobiography,2
789,Fiction,5
790,"Body, Mind & Spirit",24
791,Health & Fitness,75
792,Fiction,5
793,"Body, Mind & Spirit",24
794,Children's stories,37
795,Juvenile Fiction,9
796,Juvenile Fiction,9
797,History,1
798,Religion,25
799,Juvenile Fiction,9
800,Fiction,5
801,Technology & Engineering,109
802,Technology & Engineering,109
803,Psychology,26
804,Juvenile Nonfiction,16
805,Religion,25
806,Juvenile Fiction,9
807,Juvenile Fiction,9
808,Fiction,5
809,Fiction,5
810,Fiction,5
811,Drama,129
812,"Body, Mind & Spirit",24
813,Literary Criticism,115
814,Juvenile Fiction,9
815,Fiction,5
816,Fiction,5
817,Cooking,44
818,Alchemists,130
819,Biography & Autobiography,2
820,Australian fiction,131
821,Juvenile Fiction,9
822,Fiction,5
823,English language,132
824,Fiction,5
825,Fiction,5
826,Juvenile Fiction,9
827,Juvenile Fiction,9
828,Religion,25
829,Political Science,7
830,Self-Help,107
831,Religion,25
832,Religion,25
833,Sports & Recreation,71
834,Juvenile Fiction,9
835,Juvenile Fiction,9
836,Fiction,5
837,Cooking,44
838,Juvenile Fiction,9
839,Juvenile Fiction,9
840,Fiction,5
841,History,1
842,Cooking,44
843,Children's stories,37
844,Biography & Autobiography,2
845,Biography & Autobiography,2
846,Poetry,18
847,Business & Economics,21
848,Biography & Autobiography,2
849,Architecture,114
850,Cooking,44
851,Fiction,5
852,Religion,25
853,Mathematics,91
854,Painters,133
855,True Crime,134
856,Gardening,89
857,Fiction,5
858,Music,57
859,Reference,56
860,Fiction,5
861,Religion,25
862,Comedy,135
863,Juvenile Fiction,9
864,Christmas,136
865,Counted thread embroidery,137
866,Law,138
867,Religion,25
868,Fiction,5
869,Computers,35
870,Literary Criticism,115
871,Juvenile Fiction,9
872,Juvenile Fiction,9
873,Bullying,22
874,Computers,35
875,Fiction,5
876,Juvenile Fiction,9
877,Travel,85
878,Business & Economics,21
879,Art,53
880,Performing Arts,139
881,Fiction,5
882,Law,138
883,History,1
884,Biography & Autobiography,2
885,Philosophy,67
886,Fiction,5
887,Cooking,44
888,History,1
889,Pets,140
890,Juvenile Nonfiction,16
891,Biography & Autobiography,2
892,"Body, Mind & Spirit",24
893,Business & Economics,21
894,Religion,25
895,Religion,25
896,Juvenile Fiction,9
897,Drama,129
898,Religion,25
899,Nature,66
900,History,1
901,History,1
902,History,1
903,Transportation,74
904,Religion,25
905,Technology & Engineering,109
906,Biography & Autobiography,2
907,Philosophy,67
908,Religion,25
909,Pets,140
910,Antiques & Collectibles,113
911,Photography,117
912,Religion,25
913,"Body, Mind & Spirit",24
914,Fiction,5
915,Business & Economics,21
916,Art,53
917,Religion,25
918,Sports & Recreation,71
919,Pets,140
920,Fiction,5
921,Fiction,5
922,Juvenile Fiction,9
923,Fiction,5
924,Mathematics,91
925,Mathematics,91
926,Juvenile Fiction,9
927,Juvenile Fiction,9
928,Fiction,5
929,Detective and mystery stories,38
930,Drama,129
931,Juvenile Fiction,9
932,Fiction,5
933,Fiction,5
934,Barges,141
935,Diet,142
936,Religion,25
937,Fiction,5
938,Fiction,5
939,Biography & Autobiography,2
940,History,1
941,Juvenile Fiction,9
942,Fiction,5
943,Biography & Autobiography,2
944,Religion,25
945,Aberystwyth (Wales),143
946,Fiction,5
947,Business & Economics,21
948,"Body, Mind & Spirit",24
949,Juvenile Fiction,9
950,Fiction,5
951,Fiction,5
952,Computers,35
953,Fiction,5
954,Computers,35
955,Fiction,5
956,Fiction,5
957,Juvenile Fiction,9
958,Fiction,5
959,Fiction,5
960,Juvenile Fiction,9
961,Juvenile Nonfiction,16
962,Juvenile Nonfiction,16
963,Fiction,5
964,Business & Economics,21
965,Juvenile Fiction,9
966,Juvenile Nonfiction,16
967,Fiction,5
968,Fiction,5
969,Nature,66
970,Nature,66
971,Religion,25
972,Biography & Autobiography,2
973,Fiction,5
974,Computers,35
975,Fiction,5
976,History,1
977,Religion,25
978,Fiction,5
979,Fiction,5
980,Comics & Graphic Novels,12
981,Family & Relationships,65
982,Study Aids,144
983,Family & Relationships,65
984,Computers,35
985,Fiction,5
986,Computers,35
987,Juvenile Nonfiction,16
988,Fiction,5
989,Study Aids,144
990,Fiction,5
991,Business & Economics,21
992,History,1
993,"Body, Mind & Spirit",24
994,Religion,25
995,Religion,25
996,Fiction,5
997,Fiction,5
998,Health & Fitness,75
999,Technology & Engineering,109
1000,Comics & Graphic Novels,12
1001,Business writing,145
1002,Poetry,18
1003,History,1
1004,Foreign Language Study,102
1005,Juvenile Fiction,9
1006,Religion,25
1007,Computers,35
1008,History,1
1009,Science,4
1010,Religion,25
1011,Foreign Language Study,102
1012,Literary Criticism,115
1013,Religion,25
1014,Photography,117
1015,History,1
1016,Juvenile Fiction,9
1017,Foreign Language Study,102
1018,Religion,25
1019,Science,4
1020,Religion,25
1021,Religion,25
1022,Education,43
1023,Bible,47
1024,Fiction,5
1025,Psychology,26
1026,Religion,25
1027,Fiction,5
1028,Juvenile Fiction,9
1029,Erotic stories,146
1030,Biography & Autobiography,2
1031,Fiction,5
1032,Juvenile Fiction,9
1033,Cooking (Frozen foods),147
1034,Fiction,5
1035,Fiction,5
1036,Medical,81
1037,Family & Relationships,65
1038,Fiction,5
1039,Pets,140
1040,History,1
1041,Fiction,5
1042,History,1
1043,Antiques & Collectibles,113
1044,Fiction,5
1045,Language Arts & Disciplines,61
1046,Sports & Recreation,71
1047,Fiction,5
1048,Fiction,5
1049,Photography,117
1050,Bicycles,148
1051,Education,43
1052,History,1
1053,"Body, Mind & Spirit",24
1054,Medical,81
1055,Medical,81
1056,Language Arts & Disciplines,61
1057,History,1
1058,Juvenile Fiction,9
1059,Juvenile Fiction,9
1060,Art,53
1061,Art,53
1062,Biography & Autobiography,2
1063,Architecture,114
1064,Fiction,5
1065,Boxers (Sports),149
1066,Fiction,5
1067,Social Science,94
1068,Reference,56
1069,Language Arts & Disciplines,61
1070,History,1
1071,Business & Economics,21
1072,Language Arts & Disciplines,61
1073,Language Arts & Disciplines,61
1074,Biography & Autobiography,2
1075,Juvenile Nonfiction,16
1076,Language Arts & Disciplines,61
1077,Helicopters,150
1078,Language Arts & Disciplines,61
1079,Pets,140
1080,Juvenile Fiction,9
1081,Mathematics,91
1082,Assassination in literature,151
1083,Biography & Autobiography,2
1084,American poetry,152
1085,History,1
1086,Fiction,5
1087,Social Science,94
1088,History,1
1089,Cooking,44
1090,Juvenile Nonfiction,16
1091,Biography & Autobiography,2
1092,English language,132
1093,Animals,125
1094,Sports & Recreation,71
1095,Juvenile Nonfiction,16
1096,Health & Fitness,75
1097,Language Arts & Disciplines,61
1098,Biography & Autobiography,2
1099,Fiction,5
1100,History,1
1101,Family & Relationships,65
1102,Self-Help,107
1103,Design,78
1104,Juvenile Fiction,9
1105,Medical,81
1106,Social Science,94
1107,Religion,25
1108,Juvenile Fiction,9
1109,Botswana,153
1110,Fiction,5
1111,Readers,154
1112,Fiction,5
1113,Adventure stories,101
1114,Fiction,5
1115,Fiction,5
1116,Humor,64
1117,Fiction,5
1118,Drowning,155
1119,Fiction,5
1120,Juvenile Fiction,9
1121,Communication,156
1122,Biography & Autobiography,2
1123,Religion,25
1124,Juvenile Fiction,9
1125,Coroners,157
1126,Fiction,5
1127,Fiction,5
1128,Fiction,5
1129,Fiction,5
1130,Juvenile Nonfiction,16
1131,Juvenile Fiction,9
1132,Juvenile Fiction,9
1133,Fiction,5
1134,Fiction,5
1135,Humor,64
1136,Fiction,5
1137,Biography & Autobiography,2
1138,Juvenile Fiction,9
1139,Games,84
1140,Juvenile Fiction,9
1141,Fiction,5
1142,Fiction,5
1143,Detective and mystery stories,38
1144,History,1
1145,Biography & Autobiography,2
1146,Fiction,5
1147,Juvenile Fiction,9
1148,Religion,25
1149,Fiction,5
1150,Computers,35
1151,Juvenile Nonfiction,16
1152,Juvenile Fiction,9
1153,Fiction,5
1154,Drama,129
1155,Business & Economics,21
1156,Juvenile Fiction,9
1157,Business & Economics,21
1158,Psychology,26
1159,History,1
1160,Fiction,5
1161,Family & Relationships,65
1162,Fiction,5
1163,Juvenile Fiction,9
1164,Fiction,5
1165,Family & Relationships,65
1166,Juvenile Fiction,9
1167,British,118
1168,Juvenile Fiction,9
1169,British,118
1170,Self-Help,107
1171,Business & Economics,21
1172,Mormon Church,158
1173,Religion,25
1174,House & Home,110
1175,Religion,25
1176,Architecture,114
1177,United States,92
1178,Juvenile Fiction,9
1179,Religion,25
1180,Family & Relationships,65
1181,Health & Fitness,75
1182,Reference,56
1183,Art,53
1184,History,1
1185,Fiction,5
1186,Reference,56
1187,Technology & Engineering,109
1188,Psychology,26
1189,Psychology,26
1190,Sports & Recreation,71
1191,Computers,35
1192,Family & Relationships,65
1193,Fiction,5
1194,Fiction,5
1195,Aboriginal Australians,159
1196,Fiction,5
1197,Psychology,26
1198,Fiction,5
1199,Juvenile Fiction,9
1200,Political Science,7
1201,Health & Fitness,75
1202,Sports & Recreation,71
1203,"Body, Mind & Spirit",24
1204,Social Science,94
1205,"Body, Mind & Spirit",24
1206,Fiction,5
1207,Language Arts & Disciplines,61
1208,Medical,81
1209,Juvenile Fiction,9
1210,Crafts & Hobbies,82
1211,Computers,35
1212,Biography & Autobiography,2
1213,Medical,81
1214,Despair,160
1215,Juvenile Fiction,9
1216,Baader Meinhoff Complex (Motion picture),161
1217,"Body, Mind & Spirit",24
1218,Fiction,5
1219,Family & Relationships,65
1220,Technology & Engineering,109
1221,Cooking,44
1222,Juvenile Fiction,9
1223,Juvenile Fiction,9
1224,History,1
1225,Science,4
1226,Juvenile Nonfiction,16
1227,Juvenile Fiction,9
1228,Juvenile Nonfiction,16
1229,Games,84
1230,Photography,117
1231,Computers,35
1232,Juvenile Nonfiction,16
1233,Business & Economics,21
1234,Computers,35
1235,Picture puzzles,162
1236,Children's stories,37
1237,Cooking,44
1238,Business & Economics,21
1239,"Children's poetry, English",163
1240,Biography & Autobiography,2
1241,Adolescence,164
1242,Music,57
1243,Literary Criticism,115
1244,Cooking,44
1245,Reference,56
1246,Architecture,114
1247,Business & Economics,21
1248,Medical,81
1249,Political Science,7
1250,Language Arts & Disciplines,61
1251,Juvenile Fiction,9
1252,Juvenile Fiction,9
1253,Biography & Autobiography,2
1254,Juvenile Fiction,9
1255,Juvenile Fiction,9
1256,Fiction,5
1257,Science,4
1258,Humor,64
1259,Religion,25
1260,Performing Arts,139
1261,Fiction,5
1262,Juvenile Fiction,9
1263,Art,53
1264,Portuguese language,165
1265,Games,84
1266,Japanese language,166
1267,Religion,25
1268,Medical,81
1269,Medical,81
1270,Juvenile Nonfiction,16
1271,House & Home,110
1272,Philosophy,67
1273,Reference,56
1274,Good and evil,167
1275,Business & Economics,21
1276,Historical fiction,168
1277,Mathematics,91
1278,Cooking,44
